,id,title,release_date,budget,genres
37044,111836,Gabbar Singh,2012-05-11,7000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]"
37049,148265,Eega,2012-06-06,5990000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]"
37056,28188,Swamp Zombies!!!,2005-07-22,12000.0,"[{'id': 27, 'name': 'Horror'}]"
37062,19980,99,2009-05-15,3000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
37077,76099,The Colonel,2006-11-15,3900000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
37080,24603,All The Best,2009-10-16,7500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10402, 'name': 'Music'}]"
37088,67509,Lily Sometimes,2010-12-01,2300000.0,"[{'id': 18, 'name': 'Drama'}]"
37100,44425,Dabangg,2010-09-09,9370000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
37101,44565,Khatta Meetha,2010-07-23,7500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
37102,44978,Golmaal 3,2010-11-05,10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
37103,34144,"Dear Guest, When Will You Leave?",2010-02-26,3750000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]"
37104,49028,Rakht Charitra,2010-10-21,390000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
37108,88377,Robo Vampire,1988-01-01,2500000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]"
37112,81521,Bloodlock,2008-12-31,100000.0,"[{'id': 27, 'name': 'Horror'}]"
37117,61400,Thank You,2011-04-08,13100000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]"
37119,215726,Shuttlecock Boys,2012-08-02,70000.0,"[{'id': 18, 'name': 'Drama'}]"
37140,135362,The chosen,2006-06-02,1000000.0,"[{'id': 18, 'name': 'Drama'}]"
37256,271200,Heropanti,2014-05-23,4200000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}]"
37257,274109,Palm Trees in the Snow,2015-12-25,10000000.0,"[{'id': 10749, 'name': 'Romance'}]"
37258,348537,Spanish Affair 2,2015-11-20,4500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
37267,21026,The Belgrade Phantom,2009-03-27,1000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
37291,29101,Too Fat Too Furious,2005-02-03,4200000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
37296,85277,Happy Family,2006-12-14,800000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
37307,24285,Phileine Says Sorry,2003-10-09,4170000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
37326,305638,The Shamer's Daughter,2015-03-26,7500000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]"
37446,322266,Buddy Hutchins,2015-01-01,1200000.0,"[{'id': 53, 'name': 'Thriller'}]"
37453,121998,It Was the Son,2012-09-01,2100000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
37459,36511,White Wall,2010-05-07,250000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
37460,381890,The Mermaid,2016-02-08,60720000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]"
37498,364540,Girl Asleep,2016-06-18,1150118.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
37499,301365,The Neon Demon,2016-06-08,7000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"
37505,364433,They Call Me Jeeg Robot,2015-05-12,1900000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]"
37507,287940,Night Sights,2011-12-31,250000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]"
37509,37941,Vinnaithaandi Varuvaayaa,2010-02-26,3000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
37512,20049,Ayan,2009-04-03,3230939.0,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
37531,31626,Bommarillu,2006-08-09,1333333.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]"
37532,31629,Arundhati,2009-01-16,2915739.0,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]"
37535,199160,Happy Days,2007-09-28,440141.0,"[{'id': 18, 'name': 'Drama'}]"
37561,338065,Dil Dhadakne Do,2015-06-05,13000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
37562,333352,Eye in the Sky,2015-09-11,13000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]"
37577,79550,Rogue River,2012-01-16,2000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
37581,320588,"Hello, My Name Is Doris",2015-11-27,1000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
37589,216016,The Amityville Asylum,2013-06-03,20000.0,"[{'id': 27, 'name': 'Horror'}]"
37607,2989,Roar,1981-11-12,17000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
37611,333385,Mr. Right,2016-02-29,8000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
37629,320048,Ratter,2015-01-24,500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"
37632,113752,USS Seaviper,2012-05-28,3000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
37639,339984,Miracles from Heaven,2016-03-17,16000000.0,"[{'id': 18, 'name': 'Drama'}]"
37650,209266,Exit Marrakech,2013-06-28,6000000.0,"[{'id': 18, 'name': 'Drama'}]"
37669,315664,Florence Foster Jenkins,2016-05-06,29000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
37675,377799,One Man and his Cow,2015-09-30,5300000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
37697,47845,12 Paces without a Head,2009-12-10,8500000.0,"[{'id': 35, 'name': 'Comedy'}]"
37702,302688,My Big Fat Greek Wedding 2,2016-03-23,18000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
37708,357706,Irudhi Suttru,2016-01-28,300000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
37714,314029,Neon Bull,2016-01-14,1500000.0,"[{'id': 18, 'name': 'Drama'}]"
37726,297806,I Saw the Light,2016-02-05,13000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
37727,186759,Get a Job,2016-03-25,8000000.0,"[{'id': 35, 'name': 'Comedy'}]"
37731,342521,Keanu,2016-04-21,15000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
37735,375742,The Lure,2015-12-25,1300000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]"
37736,336011,White Girl,2016-09-02,700000.0,"[{'id': 18, 'name': 'Drama'}]"
37737,290825,Yoga Hosers,2016-07-08,5000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
37756,296360,Love & Friendship,2016-05-27,3000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
37781,383535,They're Watching,2016-03-25,3650000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
37812,163042,Orange Love,2007-05-19,3000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
37818,292081,Sunshine Superman,2015-05-22,400000.0,"[{'id': 99, 'name': 'Documentary'}]"
37826,76105,Hunger,2001-01-13,10000.0,"[{'id': 18, 'name': 'Drama'}]"
37842,36799,Sugar,2004-05-22,375581.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
37857,295699,Everybody Wants Some!!,2016-03-30,10000000.0,"[{'id': 35, 'name': 'Comedy'}]"
37863,369557,Sing Street,2016-03-11,4000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
37864,336775,All-Stars,2014-10-15,608000.0,"[{'id': 35, 'name': 'Comedy'}]"
37900,331985,Sundays,2015-03-23,51237.0,"[{'id': 878, 'name': 'Science Fiction'}]"
37925,370755,Paterson,2016-11-17,5000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
37926,290595,The Huntsman: Winter's War,2016-04-06,115000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
37927,325133,Neighbors 2: Sorority Rising,2016-05-04,35000000.0,"[{'id': 35, 'name': 'Comedy'}]"
37957,301608,The Trust,2016-04-29,9000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
37960,68016,Aadukalam,2011-01-14,4000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
37962,372226,Visaranai,2016-02-04,325000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
37969,32202,Hey Good Lookin',1982-10-01,1500000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
37974,343112,Man Vs.,2015-06-02,1500000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]"
37975,374465,Things to Come,2016-03-16,2100000.0,"[{'id': 18, 'name': 'Drama'}]"
37978,15803,Multi-Facial,1995-01-01,3000.0,"[{'id': 18, 'name': 'Drama'}]"
37994,354924,The Dead Room,2015-10-01,1000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
38033,170194,Riddle,2013-01-10,7000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
38040,335578,Land of Mine,2015-12-03,5070773.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
38088,23854,The Assailant,2009-10-30,5000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"
38092,39899,Turkey Shoot,1982-03-25,32000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
38095,377985,Fan,2016-04-15,16000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
38102,56948,Máncora,2008-09-02,1800000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]"
38140,303858,Money Monster,2016-05-12,27000000.0,"[{'id': 53, 'name': 'Thriller'}]"
38148,82394,Swiss Miss,1938-05-20,700000.0,"[{'id': 35, 'name': 'Comedy'}]"
38150,322240,Nine Lives,2016-08-03,30000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
38151,84907,Playback,2012-03-09,7500000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
38162,50025,Kolpaçino,2009-11-29,2000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
38164,326423,Barbershop: The Next Cut,2016-04-15,20000000.0,"[{'id': 35, 'name': 'Comedy'}]"
38166,330483,The Choice,2016-02-04,10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
38176,127380,Finding Dory,2016-06-16,200000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
38184,323676,The Boss,2016-04-07,29000000.0,"[{'id': 35, 'name': 'Comedy'}]"
38189,333669,Bastille Day,2016-04-22,20000000.0,"[{'id': 28, 'name': 'Action'}]"
38191,137400,Black & White: The Dawn of Assault,2012-01-13,12000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]"
38195,316152,Free State of Jones,2016-06-24,50000000.0,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]"
38196,153518,The Angry Birds Movie,2016-05-11,73000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]"
38216,122466,Sick Boy,2011-12-21,50000.0,[]
38224,332411,I Am Wrath,2016-04-14,18000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
38231,384737,Precious Cargo,2016-07-15,10500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
38244,347938,11.22.63,2016-02-15,30000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]"
38253,188540,Arrambam,2013-10-31,9200000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
38254,300983,Yennai Arindhaal,2015-02-06,7900000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
38255,76788,Mankatha,2011-08-31,6100000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
38258,330418,Indru Netru Naalai,2015-06-26,620000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]"
38264,247504,Veeram,2014-01-10,5900000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
38268,223365,Anjali,1990-07-12,2000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
38269,69428,Vaali,1999-05-01,500000.0,"[{'id': 10749, 'name': 'Romance'}]"
38270,69417,Villan,2002-12-05,500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
38271,69401,Dheena,2001-01-14,500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
38272,69399,Citizen,2001-06-08,500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]"
38273,69427,Amarkalam,1999-08-25,500000.0,[]
38274,69404,Mugavari,2000-02-02,500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
38275,69422,Aasai,1995-09-25,500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]"
38276,69423,Kadhal Kottai,1996-07-12,500000.0,"[{'id': 10749, 'name': 'Romance'}]"
38293,353069,Mother's Day,2016-04-28,25000000.0,"[{'id': 35, 'name': 'Comedy'}]"
38305,302401,Snowden,2016-09-15,40000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
38363,234004,Ratchet & Clank,2016-04-13,20000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
38366,139854,Anita O'Day: The Life of a Jazz Singer,2007-04-30,200000.0,"[{'id': 99, 'name': 'Documentary'}]"
38372,214187,The Death of Kevin Carter: Casualty of the Bang Bang Club,2004-09-17,11000.0,"[{'id': 99, 'name': 'Documentary'}]"
38388,257440,Term Life,2016-04-29,16500000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
38406,35026,Lucky Luke,2009-10-21,27000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]"
38430,173443,Rio 2096: A Story of Love and Fury,2013-03-07,2000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
38440,35114,Destino,2003-08-05,1500000.0,"[{'id': 16, 'name': 'Animation'}]"
38454,153779,The Kingdom of Solomon,2010-10-06,5000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
38489,75926,Shaka Zulu,1986-11-24,24000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
38501,290250,The Nice Guys,2016-05-15,50000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
38504,239895,Twisted,2013-11-28,140000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
38510,202214,Real Playing Game,2013-08-28,704460.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"
38512,270010,A Hologram for the King,2016-04-22,30000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
38516,335053,My Big Night,2015-10-23,4000000.0,"[{'id': 35, 'name': 'Comedy'}]"
38524,69636,Ghajini,2005-10-14,3200000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
38525,62756,Singam,2010-05-28,2200000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
38528,86718,7Aum Arivu,2011-10-26,16000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
38550,18377,200 Pounds Beauty,2006-12-14,4000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
38563,219247,Zombie Night,2013-10-08,1000000.0,"[{'id': 27, 'name': 'Horror'}]"
38569,260500,Legion of the Black,2012-12-21,150000.0,[]
38577,380111,Flight Crew,2016-04-21,10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
38607,332567,The Shallows,2016-06-24,17000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
38625,334557,Port of Call,2015-11-13,5000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
38632,70527,A Little Night Music,2002-01-01,200000.0,"[{'id': 35, 'name': 'Comedy'}]"
38639,57186,Skinning,2010-10-06,500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
38642,122800,Freelancers,2012-08-10,11000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
38674,264555,Death Clique,2014-04-12,2000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
38680,280690,Kick,2014-07-25,22000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
38683,22315,Aitraaz,2004-11-12,3500000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
38685,89868,Paws,1997-09-25,137731.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
38699,52406,Fresh,2009-05-26,412000.0,"[{'id': 99, 'name': 'Documentary'}]"
38706,117102,The Perfect Human Diet,2012-05-22,500000.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]"
38718,290098,The Handmaiden,2016-06-01,8575000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
38725,289519,Blues Story,2003-11-01,200000.0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]"
38727,241259,Alice Through the Looking Glass,2016-05-25,170000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
38735,267935,The BFG,2016-06-01,140000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
38753,223702,Sausage Party,2016-07-11,19000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]"
38798,334533,Captain Fantastic,2016-07-02,5000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
38801,374475,Toni Erdmann,2016-07-14,3537415.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
38815,250880,Adolf Hitler: The Greatest Story Never Told,2013-01-27,5000.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]"
38830,56491,In Her Line of Fire,2006-04-21,1000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
38836,375199,Jai Gangaajal,2016-03-04,1500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
38842,337154,The Meddler,2016-04-05,3200000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
38845,188183,Finding Mr. Right,2013-03-20,4881000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
38850,291805,Now You See Me 2,2016-06-02,90000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
38864,42082,Another State of Mind,1984-03-01,130000.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"
38885,299782,The Other Side of the Wind,2018-12-31,12000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
38897,332872,Julieta,2016-04-08,1490000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
38898,339397,Café Society,2016-05-11,30000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
38930,268618,Life in a Fishbowl,2014-05-16,2700000.0,"[{'id': 18, 'name': 'Drama'}]"
38938,107775,The Orheim Company,2012-03-02,3500000.0,"[{'id': 18, 'name': 'Drama'}]"
38949,348675,The Day Will Come,2016-04-21,4750000.0,"[{'id': 18, 'name': 'Drama'}]"
38960,80362,Savage,2011-03-11,900000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
38962,391617,Kóblic,2016-04-14,3500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
38966,48417,The Stool Pigeon,2010-08-26,4000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
38968,347031,Swiss Army Man,2016-06-24,3000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]"
38984,374458,Graduation,2016-05-20,2000000.0,"[{'id': 18, 'name': 'Drama'}]"
38986,322745,Counting,2015-02-09,50000.0,"[{'id': 99, 'name': 'Documentary'}]"
38988,335409,Sharkansas Women's Prison Massacre,2015-11-04,600000.0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]"
38992,391375,The Bandit Hound,2016-04-12,3000000.0,"[{'id': 35, 'name': 'Comedy'}]"
39036,29798,Dead Man's Hand,2007-07-01,200000.0,"[{'id': 27, 'name': 'Horror'}]"
39038,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-01,135000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
